"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","TotalDiff","Churn","tenure1","MonthlyCharges1"
"4803","Female",1,"No","No",15,"Yes","Yes","FO","No","Yes","No","No","No","Yes","M-T-M","No","EC",89.85,1424.95,-77.2,"Yes","12-24","$72-$96"
"4804","Female",0,"No","No",4,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","MC",46,193.6,-9.6,"Yes","0-12","$24-$48"
"4805","Female",0,"No","No",9,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","M-T-M","No","MC",66.25,620.55,-24.3,"Yes","0-12","$48-$72"
"4806","Female",0,"No","Yes",46,"Yes","No","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","Yes","EC",99.8,4391.25,199.55,"No","36-48","$96-$120"
"4807","Female",0,"No","No",22,"Yes","Yes","FO","No","No","No","Yes","Yes","No","M-T-M","Yes","EC",90,1993.8,-13.8,"Yes","12-24","$72-$96"
"4808","Male",0,"No","No",38,"Yes","No","FO","No","No","No","No","No","No","1yr","Yes","BT",70.45,2597.6,79.5,"Yes","36-48","$48-$72"
"4809","Female",0,"Yes","Yes",55,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","1yr","Yes","CC",75,4213.9,-88.9,"No","48-60","$72-$96"
"4810","Female",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",19.9,19.9,0,"No","0-12","$0-$24"
"4811","Male",1,"Yes","No",64,"Yes","No","FO","Yes","No","Yes","No","No","No","1yr","No","CC",80.3,5017.7,121.5,"No","60-72","$72-$96"
"4812","Male",0,"No","Yes",53,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",19.75,1052.35,-5.6,"Yes","48-60","$0-$24"
"4813","Female",0,"Yes","No",58,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","2yr","Yes","EC",84.3,4916.4,-27,"No","48-60","$72-$96"
"4814","Male",0,"Yes","No",56,"No","Nps","DSL","No","No","Yes","Yes","Yes","Yes","1yr","Yes","BT",54.05,2959.8,67,"No","48-60","$48-$72"
"4815","Male",0,"Yes","Yes",72,"Yes","No","FO","Yes","No","Yes","Yes","Yes","Yes","2yr","Yes","CC",104.9,7559.55,-6.75,"No","60-72","$96-$120"
"4816","Male",0,"No","No",1,"Yes","No","DSL","Yes","No","No","Yes","No","No","M-T-M","Yes","EC",53.95,53.95,0,"Yes","0-12","$48-$72"
"4817","Male",1,"Yes","No",72,"Yes","Yes","FO","No","Yes","No","No","Yes","Yes","1yr","Yes","CC",97.25,7133.1,-131.1,"No","60-72","$96-$120"
"4818","Male",0,"No","No",22,"Yes","Yes","FO","No","No","No","No","No","Yes","M-T-M","No","EC",83.05,1799.3,27.8,"No","12-24","$72-$96"
"4819","Female",1,"No","No",8,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","Yes","EC",105.5,829.55,14.45,"Yes","0-12","$96-$120"
"4820","Female",0,"No","Yes",16,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","EC",81,1312.15,-16.15,"Yes","12-24","$72-$96"
"4821","Female",0,"No","No",39,"No","Nps","DSL","No","Yes","Yes","Yes","No","No","M-T-M","No","BT",41.1,1597.05,5.85,"No","36-48","$24-$48"
"4822","Female",0,"No","No",12,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","BT",45,524.35,15.65,"No","0-12","$24-$48"
"4823","Male",0,"Yes","No",54,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","2yr","Yes","BT",74.55,4191.45,-165.75,"No","48-60","$72-$96"
"4824","Female",0,"No","No",18,"No","Nps","DSL","Yes","Yes","No","Yes","No","No","1yr","Yes","MC",40.2,711.95,11.65,"No","12-24","$24-$48"
"4825","Male",0,"Yes","No",32,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","1yr","No","MC",70.5,2201.75,54.25,"No","24-36","$48-$72"
"4826","Female",0,"No","No",41,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","MC",19.75,806.95,2.8,"No","36-48","$0-$24"
"4827","Male",0,"Yes","Yes",67,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",24.65,1620.45,31.1,"No","60-72","$24-$48"
"4828","Male",0,"Yes","No",65,"Yes","Yes","FO","Yes","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",104.25,6812.95,-36.7,"No","60-72","$96-$120"
"4829","Female",0,"No","No",25,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","M-T-M","Yes","BT",78.35,1837.9,120.85,"No","24-36","$72-$96"
"4830","Female",0,"Yes","Yes",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",69.8,69.8,0,"Yes","0-12","$48-$72"
"4831","Female",0,"Yes","No",67,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","1yr","Yes","CC",109.7,7344.45,5.45,"No","60-72","$96-$120"
"4832","Male",1,"No","No",7,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","No","MC",73.75,545.15,-28.9,"Yes","0-12","$72-$96"
"4833","Female",1,"No","No",43,"No","Nps","DSL","Yes","Yes","No","No","No","No","M-T-M","Yes","CC",33.45,1500.25,-61.9,"No","36-48","$24-$48"
"4834","Female",0,"No","No",24,"Yes","No","FO","Yes","No","No","No","Yes","Yes","M-T-M","Yes","EC",94.6,2283.15,-12.75,"No","12-24","$72-$96"
"4835","Male",1,"No","No",9,"Yes","Yes","DSL","Yes","No","No","No","No","No","M-T-M","No","EC",54.55,494.05,-3.1,"Yes","0-12","$48-$72"
"4836","Male",0,"Yes","Yes",69,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",20.2,1376.5,17.3,"No","60-72","$0-$24"
"4837","Female",0,"No","Yes",37,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","BT",20.3,755.4,-4.3,"No","36-48","$0-$24"
"4838","Male",0,"Yes","Yes",20,"No","Nps","DSL","Yes","No","Yes","Yes","No","No","2yr","Yes","CC",39.4,825.4,-37.4,"No","12-24","$24-$48"
"4839","Male",0,"No","No",7,"Yes","No","FO","No","No","No","No","No","No","M-T-M","No","BT",69.15,488.65,-4.6,"No","0-12","$48-$72"
"4840","Female",1,"No","No",37,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",76.25,2841.55,-20.3,"Yes","36-48","$72-$96"
"4841","Female",0,"No","No",5,"Yes","Yes","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","MC",93.9,486.85,-17.35,"Yes","0-12","$72-$96"
"4842","Male",0,"No","No",41,"No","Nps","DSL","No","No","Yes","No","Yes","Yes","1yr","Yes","EC",51.35,2075.1,30.25,"No","36-48","$48-$72"
"4843","Female",0,"No","No",54,"Yes","No","FO","Yes","Yes","No","No","Yes","Yes","1yr","Yes","CC",100.05,5299.65,103.05,"No","48-60","$96-$120"
"4844","Female",1,"No","No",3,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",70.4,204.7,6.5,"Yes","0-12","$48-$72"
"4845","Male",1,"No","No",69,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",20.3,1356.3,44.4,"No","60-72","$0-$24"
"4846","Female",0,"No","No",53,"Yes","No","FO","No","Yes","Yes","Yes","No","Yes","1yr","Yes","CC",94.45,5042.75,-36.9,"No","48-60","$72-$96"
"4847","Male",0,"Yes","Yes",18,"No","Nps","DSL","No","Yes","Yes","No","Yes","No","1yr","No","CC",46.4,812.4,22.8,"No","12-24","$24-$48"
"4848","Male",0,"Yes","No",64,"Yes","No","FO","Yes","Yes","No","Yes","Yes","Yes","2yr","Yes","CC",104.05,6605.55,53.65,"No","60-72","$96-$120"
"4849","Female",0,"Yes","Yes",31,"Yes","Yes","FO","No","Yes","No","No","No","Yes","M-T-M","Yes","EC",91.15,2995.45,-169.8,"Yes","24-36","$72-$96"
"4850","Female",0,"No","No",20,"No","Nps","DSL","No","No","No","No","No","No","M-T-M","No","CC",24.9,505.95,-7.95,"No","12-24","$24-$48"
"4851","Male",0,"Yes","Yes",57,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","1yr","No","MC",59.6,3509.4,-112.2,"No","48-60","$48-$72"
"4852","Male",1,"Yes","No",63,"Yes","Yes","FO","Yes","Yes","Yes","No","Yes","Yes","2yr","No","CC",108.5,6991.9,-156.4,"No","60-72","$96-$120"
"4853","Male",0,"Yes","Yes",13,"No","Nps","DSL","Yes","Yes","No","Yes","No","No","2yr","No","MC",40.55,590.35,-63.2,"No","12-24","$24-$48"
"4854","Female",1,"Yes","No",48,"Yes","No","DSL","No","Yes","No","No","No","Yes","1yr","Yes","BT",58.95,2789.7,39.9,"No","36-48","$48-$72"
"4855","Female",0,"No","No",2,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",70.95,137.95,3.95,"Yes","0-12","$48-$72"
"4856","Male",0,"Yes","Yes",57,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",20.75,1123.15,59.6,"No","48-60","$0-$24"
"4857","Male",0,"Yes","No",71,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","1yr","Yes","BT",113.15,7953.25,80.4,"No","60-72","$96-$120"
"4858","Female",0,"Yes","Yes",7,"Yes","Yes","DSL","No","No","No","No","No","No","M-T-M","No","EC",48.8,349.8,-8.2,"No","0-12","$48-$72"
"4859","Female",0,"No","No",16,"Yes","Yes","DSL","No","No","No","No","No","Yes","M-T-M","Yes","BT",63.05,1067.05,-58.25,"No","12-24","$48-$72"
"4860","Male",0,"Yes","No",34,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","No","EC",100.85,3527.3,-98.4,"No","24-36","$96-$120"
"4861","Female",0,"Yes","No",37,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",99.5,3762,-80.5,"Yes","36-48","$96-$120"
"4862","Male",0,"No","No",16,"Yes","Yes","FO","No","Yes","No","No","No","No","M-T-M","Yes","MC",80.55,1248.9,39.9,"No","12-24","$72-$96"
"4863","Male",0,"No","Yes",48,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","1yr","Yes","BT",64.4,3035.35,55.85,"No","36-48","$48-$72"
"4864","Male",0,"Yes","Yes",58,"Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","1yr","Yes","CC",75.2,4300.8,60.8,"No","48-60","$72-$96"
"4865","Female",0,"Yes","No",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","2yr","Yes","BT",84.9,6065.3,47.5,"No","60-72","$72-$96"
"4866","Female",0,"No","No",7,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",19.3,144.95,-9.85,"No","0-12","$0-$24"
"4867","Female",0,"No","No",38,"Yes","No","FO","Yes","Yes","Yes","No","No","No","M-T-M","Yes","CC",83.9,3233.6,-45.4,"Yes","36-48","$72-$96"
"4868","Female",1,"Yes","No",48,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","M-T-M","No","EC",117.45,5438.9,198.7,"Yes","36-48","$96-$120"
"4869","Male",0,"No","No",10,"Yes","No","FO","Yes","Yes","Yes","No","Yes","Yes","M-T-M","Yes","EC",104.4,1081.45,-37.45,"Yes","0-12","$96-$120"
"4870","Female",0,"No","No",30,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","1yr","No","CC",74.65,2308.6,-69.1,"No","24-36","$72-$96"
"4871","Male",0,"Yes","No",31,"Yes","Yes","DSL","No","No","No","No","Yes","No","M-T-M","Yes","CC",59.05,1882.8,-52.25,"No","24-36","$48-$72"
"4872","Female",1,"No","No",46,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","1yr","Yes","CC",69.1,3255.35,-76.75,"No","36-48","$48-$72"
"4873","Male",0,"Yes","No",50,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",20.55,1067.65,-40.15,"No","48-60","$0-$24"
"4874","Male",0,"Yes","No",28,"Yes","No","FO","No","No","No","Yes","No","No","M-T-M","No","BT",76.55,2065.4,78,"No","24-36","$72-$96"
"4875","Female",0,"No","No",66,"No","Nps","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",62.5,4136.4,-11.4,"No","60-72","$48-$72"
"4876","Male",1,"No","No",8,"No","Nps","DSL","No","No","Yes","No","No","No","M-T-M","Yes","EC",29.4,221.9,13.3,"Yes","0-12","$24-$48"
"4877","Female",0,"Yes","Yes",41,"Yes","No","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","BT",94.9,3848,42.9,"No","36-48","$72-$96"
"4878","Male",1,"Yes","No",72,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",111.65,8022.85,15.95,"No","60-72","$96-$120"
"4879","Female",0,"No","No",7,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",19.9,173.15,-33.85,"No","0-12","$0-$24"
"4880","Female",0,"Yes","Yes",38,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.45,781.25,-4.15,"No","36-48","$0-$24"
"4881","Male",0,"No","No",44,"Yes","No","FO","Yes","Yes","Yes","No","Yes","Yes","1yr","Yes","EC",106.05,4510.8,155.4,"No","36-48","$96-$120"
"4882","Male",0,"Yes","Yes",47,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","1yr","Yes","BT",113.45,5317.8,14.35,"No","36-48","$96-$120"
"4883","Male",0,"Yes","Yes",53,"Yes","No","FO","No","Yes","No","Yes","Yes","No","M-T-M","Yes","EC",92.55,4779.45,125.7,"No","48-60","$72-$96"
"4884","Male",0,"Yes","No",4,"Yes","Yes","DSL","No","No","Yes","No","Yes","No","M-T-M","No","EC",65.6,250.1,12.3,"No","0-12","$48-$72"
"4885","Male",1,"No","No",20,"Yes","Yes","FO","No","No","No","No","Yes","No","M-T-M","Yes","EC",84.35,1745.2,-58.2,"No","12-24","$72-$96"
"4886","Male",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","No","MC",44.65,74.9,14.4,"Yes","0-12","$24-$48"
"4887","Male",1,"Yes","No",57,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","No","1yr","Yes","CC",71.1,4140.1,-87.4,"No","48-60","$48-$72"
"4888","Female",1,"Yes","No",44,"Yes","No","FO","Yes","Yes","No","Yes","No","No","M-T-M","Yes","EC",85.15,3670.5,76.1,"No","36-48","$72-$96"
"4889","Male",0,"No","No",24,"Yes","No","DSL","No","No","Yes","No","No","No","M-T-M","Yes","MC",49.7,1167.8,25,"No","12-24","$48-$72"
"4890","Male",0,"Yes","Yes",15,"No","Nps","DSL","Yes","No","No","No","No","No","M-T-M","Yes","BT",30.2,469.65,-16.65,"No","12-24","$24-$48"
"4891","Female",0,"No","No",3,"No","Nps","DSL","No","No","No","No","No","No","M-T-M","No","EC",25.25,58.9,16.85,"Yes","0-12","$24-$48"
"4892","Female",0,"No","Yes",4,"Yes","Yes","FO","No","Yes","Yes","No","No","No","M-T-M","No","BT",84.05,333.55,2.65,"Yes","0-12","$72-$96"
"4893","Male",1,"Yes","No",37,"Yes","Yes","FO","No","No","No","No","Yes","No","M-T-M","Yes","EC",85.7,3171.15,-0.25,"Yes","36-48","$72-$96"
"4894","Female",0,"No","No",1,"Yes","No","FO","No","Yes","No","No","No","No","M-T-M","Yes","EC",74.7,74.7,0,"Yes","0-12","$72-$96"
"4895","Female",0,"No","No",24,"Yes","No","DSL","Yes","No","No","Yes","No","No","M-T-M","No","CC",56.35,1381.2,-28.8,"No","12-24","$48-$72"
"4896","Female",0,"No","No",5,"Yes","Yes","FO","No","Yes","No","No","Yes","No","M-T-M","Yes","EC",90.8,455.5,-1.5,"Yes","0-12","$72-$96"
"4897","Female",0,"No","No",33,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","No","EC",107.55,3645.5,-96.35,"No","24-36","$96-$120"
"4898","Female",0,"Yes","Yes",58,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","MC",19.85,1158.85,-7.55,"No","48-60","$0-$24"
"4899","Female",0,"Yes","Yes",72,"Yes","Yes","FO","Yes","Yes","No","No","Yes","No","2yr","Yes","BT",95.9,6954.15,-49.35,"No","60-72","$72-$96"
"4900","Female",0,"Yes","No",71,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",23.85,1672.1,21.25,"No","60-72","$0-$24"
"4901","Female",1,"No","No",28,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","Yes","EC",106.15,3152.5,-180.3,"Yes","24-36","$96-$120"
"4902","Male",0,"Yes","No",51,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","CC",83.85,4307.1,-30.75,"No","48-60","$72-$96"
"4903","Female",0,"No","No",30,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","1yr","No","BT",85.35,2530.4,30.1,"Yes","24-36","$72-$96"
"4904","Male",1,"Yes","No",72,"Yes","No","FO","Yes","Yes","No","Yes","No","No","2yr","Yes","CC",84.8,6141.65,-36.05,"No","60-72","$72-$96"
"4905","Male",1,"No","No",36,"Yes","Yes","FO","Yes","No","No","No","Yes","No","M-T-M","Yes","EC",90.85,3186.7,83.9,"Yes","24-36","$72-$96"
"4906","Male",0,"No","Yes",14,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","2yr","No","BT",76.1,1054.8,10.6,"No","12-24","$72-$96"
"4907","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","2yr","No","MC",74.55,5430.65,-63.05,"No","60-72","$72-$96"
"4908","Female",0,"Yes","Yes",22,"No","Nps","DSL","No","Yes","No","No","Yes","No","M-T-M","No","EC",39.2,849.9,12.5,"No","12-24","$24-$48"
"4909","Female",0,"No","No",2,"Yes","Yes","FO","No","Yes","No","No","No","No","M-T-M","No","EC",79.55,151.75,7.35,"No","0-12","$72-$96"
"4910","Female",0,"No","No",15,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",19.6,299.4,-5.4,"No","12-24","$0-$24"
"4911","Male",0,"Yes","Yes",51,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",19.55,1086.75,-89.7,"No","48-60","$0-$24"
"4912","Male",0,"Yes","No",70,"No","Nps","DSL","Yes","No","Yes","Yes","No","No","2yr","Yes","CC",39.15,2692.75,47.75,"No","60-72","$24-$48"
"4913","Female",0,"Yes","Yes",71,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",20.1,1389.6,37.5,"No","60-72","$0-$24"
"4914","Female",0,"Yes","Yes",39,"Yes","Yes","FO","No","No","No","Yes","Yes","Yes","M-T-M","Yes","CC",99.95,3767.4,130.65,"No","36-48","$96-$120"
"4915","Female",0,"Yes","Yes",61,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","M-T-M","No","EC",59.8,3641.5,6.3,"No","60-72","$48-$72"
"4916","Female",0,"No","No",52,"Yes","No","DSL","Yes","No","No","No","No","No","M-T-M","Yes","BT",49.75,2535.55,51.45,"No","48-60","$48-$72"
"4917","Female",0,"No","No",1,"No","Nps","DSL","No","No","No","No","Yes","No","M-T-M","Yes","EC",35.75,35.75,0,"Yes","0-12","$24-$48"
"4918","Male",0,"Yes","No",64,"Yes","Yes","FO","Yes","No","Yes","Yes","Yes","Yes","1yr","Yes","MC",108.5,6880.85,63.15,"No","60-72","$96-$120"
"4919","Male",0,"Yes","No",62,"Yes","No","DSL","No","Yes","Yes","Yes","No","No","2yr","Yes","CC",60.15,3753.2,-23.9,"No","60-72","$48-$72"
"4920","Male",0,"Yes","No",30,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",19.05,637.55,-66.05,"No","24-36","$0-$24"
"4921","Female",1,"Yes","Yes",4,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","No","EC",46,181.6,2.4,"Yes","0-12","$24-$48"
"4922","Male",1,"Yes","No",63,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","1yr","Yes","BT",84,5329.55,-37.55,"No","60-72","$72-$96"
"4923","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","CC",44.55,44.55,0,"No","0-12","$24-$48"
"4924","Male",0,"Yes","No",15,"Yes","Yes","FO","No","No","Yes","Yes","Yes","Yes","M-T-M","Yes","EC",103.45,1539.8,11.95,"No","12-24","$96-$120"
"4925","Male",0,"Yes","Yes",27,"Yes","No","FO","Yes","Yes","No","No","No","No","1yr","Yes","CC",80.65,2209.75,-32.2,"No","24-36","$72-$96"
"4926","Female",0,"No","Yes",4,"No","Nps","DSL","Yes","Yes","Yes","No","Yes","Yes","M-T-M","Yes","MC",57.2,223.75,5.05,"No","0-12","$48-$72"
"4927","Female",0,"Yes","No",72,"Yes","Yes","FO","Yes","Yes","Yes","No","Yes","Yes","2yr","Yes","EC",110.75,7751.7,222.3,"No","60-72","$96-$120"
"4928","Male",1,"Yes","No",45,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","CC",24.7,1174.35,-62.85,"No","36-48","$24-$48"
"4929","Female",1,"No","No",45,"Yes","Yes","FO","Yes","Yes","No","Yes","Yes","No","M-T-M","Yes","EC",97.05,4385.05,-17.8,"No","36-48","$96-$120"
"4930","Female",0,"No","No",36,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","1yr","Yes","MC",76.35,2606.35,142.25,"No","24-36","$72-$96"
"4931","Male",0,"Yes","Yes",17,"Yes","No","FO","Yes","No","Yes","No","Yes","No","M-T-M","Yes","EC",89.4,1539.45,-19.65,"Yes","12-24","$72-$96"
"4932","Male",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",18.9,18.9,0,"No","0-12","$0-$24"
"4933","Male",1,"No","No",16,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","BT",74.45,1261.35,-70.15,"No","12-24","$72-$96"
"4934","Male",0,"No","No",3,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","MC",19.8,58.15,1.25,"Yes","0-12","$0-$24"
"4935","Male",0,"Yes","Yes",4,"Yes","Yes","DSL","No","No","No","No","No","No","M-T-M","Yes","EC",50.9,225.6,-22,"Yes","0-12","$48-$72"
"4936","Female",0,"Yes","No",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","CC",84.4,5969.3,23.1,"No","60-72","$72-$96"
"4937","Male",0,"Yes","Yes",10,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","MC",24.4,253.9,-9.9,"No","0-12","$24-$48"
"4938","Male",0,"Yes","Yes",20,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",20.05,400,1,"No","12-24","$0-$24"
"4939","Male",0,"No","No",4,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","EC",81,340.85,-16.85,"Yes","0-12","$72-$96"
"4940","Male",0,"No","No",26,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",98.35,2515.3,41.8,"Yes","24-36","$96-$120"
"4941","Female",0,"No","No",4,"Yes","No","DSL","No","No","No","No","Yes","No","M-T-M","No","CC",55.5,227.35,-5.35,"No","0-12","$48-$72"
"4942","Male",0,"No","No",5,"No","Nps","DSL","No","Yes","No","No","Yes","Yes","M-T-M","Yes","MC",51,305.95,-50.95,"Yes","0-12","$48-$72"
"4943","Female",0,"Yes","No",4,"Yes","Yes","FO","No","Yes","No","No","Yes","No","M-T-M","Yes","EC",91.65,365.4,1.2,"Yes","0-12","$72-$96"
"4944","Male",1,"Yes","No",29,"Yes","Yes","FO","No","No","No","No","No","Yes","M-T-M","Yes","EC",84.3,2357.75,86.95,"No","24-36","$72-$96"
"4945","Male",0,"No","No",2,"Yes","No","FO","Yes","Yes","No","No","Yes","Yes","M-T-M","No","EC",100.2,198.5,1.9,"No","0-12","$96-$120"
"4946","Female",0,"No","No",29,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",19.4,554.25,8.35,"No","24-36","$0-$24"
"4947","Male",0,"No","Yes",1,"Yes","No","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",90.85,90.85,0,"Yes","0-12","$72-$96"
"4948","Male",0,"No","No",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","No","MC",69.4,69.4,0,"Yes","0-12","$48-$72"
"4949","Female",1,"No","No",8,"Yes","No","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","CC",94.45,742.95,12.65,"Yes","0-12","$72-$96"
"4950","Male",0,"No","No",13,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","EC",20.4,251.65,13.55,"No","12-24","$0-$24"
"4951","Female",0,"Yes","No",59,"Yes","Yes","FO","Yes","Yes","No","No","Yes","No","M-T-M","Yes","EC",94.75,5597.65,-7.4,"No","48-60","$72-$96"
"4952","Female",0,"Yes","Yes",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","CC",20.15,20.15,0,"Yes","0-12","$0-$24"
"4953","Male",1,"No","No",50,"Yes","Yes","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",95.7,4816.7,-31.7,"Yes","48-60","$72-$96"
"4954","Male",0,"Yes","No",18,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","BT",44.35,768.05,30.25,"No","12-24","$24-$48"
"4955","Female",0,"Yes","Yes",17,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","M-T-M","No","MC",74.55,1215.8,51.55,"No","12-24","$72-$96"
"4956","Male",0,"Yes","No",47,"Yes","No","DSL","No","Yes","Yes","No","Yes","Yes","2yr","No","EC",73.6,3522.65,-63.45,"No","36-48","$72-$96"
"4957","Female",0,"No","No",26,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","BT",74.95,1834.95,113.75,"Yes","24-36","$72-$96"
"4958","Female",0,"No","No",6,"No","Nps","DSL","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",47.95,305.1,-17.4,"Yes","0-12","$24-$48"
"4959","Male",0,"Yes","Yes",19,"Yes","Yes","DSL","No","No","No","No","No","No","M-T-M","No","CC",50.1,910.45,41.45,"No","12-24","$48-$72"
"4960","Female",0,"No","No",3,"Yes","Yes","DSL","No","No","No","Yes","Yes","No","M-T-M","Yes","EC",63.6,155.65,35.15,"Yes","0-12","$48-$72"
"4961","Female",1,"Yes","Yes",68,"No","Nps","DSL","No","Yes","Yes","No","Yes","Yes","2yr","Yes","EC",53,3656.25,-52.25,"No","60-72","$48-$72"
"4962","Female",0,"Yes","No",2,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","BT",19.85,52,-12.3,"No","0-12","$0-$24"
"4963","Male",0,"No","No",7,"No","Nps","DSL","No","No","No","No","No","No","1yr","Yes","CC",24.35,150.85,19.6,"No","0-12","$24-$48"
